,balls_before,strikes_before,outs_before,num_runners_on,run_top_before,run_bot_before,run_total_before,score_diff_home,score_diff_pitcher_team,home_win_expectancy,away_win_expectancy,li,asof_pitcher_n,asof_pitcher_success_rate,asof_pitcher_reverse_rate,asof_pitcher_middle_rate,asof_pitcher_ball_rate,asof_pitcher_strike_rate,asof_pitcher_prev1_game_success_rate,asof_pitcher_prev3_game_success_rate,asof_pitcher_prev5_game_success_rate,asof_pitcher_prev1_game_middle_rate,asof_pitcher_prev3_game_middle_rate,asof_pitcher_prev5_game_middle_rate,asof_batter_n,asof_batter_success_rate,asof_batter_middle_rate,asof_pitcher_fastball_rate,asof_pitcher_breaking_rate,asof_pitcher_offspeed_rate,season,game_month,game_dayofweek,inning,top_bottom,game_type,pitcher_hand,batter_hand,runner_on_1b,runner_on_2b,runner_on_3b
away_win_expectancy,-0.0027383844256515335,0.0014443250216040354,0.0016320002710471968,0.00011908215882293971,0.5777276501593627,-0.5260616140131424,0.05073828574518437,-0.9047912876427276,0.0024048880450499048,-0.9999997842873314,1.0,-0.0008939944018569486,-0.01381356690835543,0.003483762011108086,-0.0001736709447583665,-0.008977401074863472,0.0029637030228356572,-0.0035677816332616635,-0.0038196643510529553,0.0012723025742293107,0.0016333844366985895,-0.007085917222241563,-0.005868389910289345,-0.004989998852681847,0.0014248151876458562,0.001204477315291607,-0.0008758421076266099,0.0071268367946824675,-0.0055848548588436605,-0.0009351087210039406,-0.006954281771011355,0.0038701282855483563,-0.004765891208828465,0.042474027245152535,-0.04506045102551775,-4.3224567813118076e-05,0.0011204867423670881,0.0011783501740448847,0.0009357392141655945,-0.002206884594774714,0.0017852850842566144
li,0.0039265366228475335,-0.0037092837047207525,-0.062220763844727654,0.4617895424749722,-0.12601098686147347,-0.1260158953570656,-0.15905149425480633,0.005367014741046845,0.14153388740372555,0.0008877020808274194,-0.0008939944018569486,1.0,0.042354325833387545,0.004838427370521341,-0.005973771135304574,0.006600197146739436,-0.049755866726194864,0.07996507323628983,0.012102163738338934,0.009300831664965523,0.005754219242770707,0.0020336222074796217,0.007936466607942566,0.012792082329324488,0.020957173407516686,-0.003926141351801322,0.001187303787554009,-0.0008837476250490118,-0.015384291318334345,0.016170571267094327,0.0074892012299481335,-0.004646065052629149,-0.005529782405703758,0.06196238625376122,0.019809160095794354,0.0007866643537641166,0.01707787389263331,0.0026412270927328577,0.32097491165374736,0.3361281456296297,0.2964462582416643
asof_pitcher_n,-0.017506453785491993,0.013157145983484768,-0.000979498421238434,-0.038080803980223336,-0.13723127842869443,-0.12980889772839171,-0.1686482407516965,0.011767810729532133,0.06928080830579439,0.013817434166849088,-0.01381356690835543,0.042354325833387545,1.0,-0.015412886245736218,0.0537915642192521,0.10304730630681293,-0.22763858832896045,0.15711863597059939,-0.03412467464445737,-0.05592432411249542,-0.0648587195780705,0.06657472972713319,0.11627371632325151,0.13997622153078007,0.30451653896304554,-0.19383413829439944,0.18452727471931157,-0.26451874229460937,0.047387071937610555,0.19438614420338732,0.4172148438211683,0.0928755484121623,-0.0026606532831929923,-0.17071408995435478,-0.005233870797945566,-0.19202609469257764,0.03961936671328452,0.029052528617298207,-0.024950843736912177,-0.02962320591375414,-0.02425307928419891
asof_pitcher_success_rate,-0.018261313162519655,0.009202782849694127,0.0009859793104181858,-0.021872824788715724,-0.02422740500950256,-0.0323220159195005,-0.035554290261230546,-0.0054243486494646095,0.02249082302815843,-0.0034820614006886206,0.003483762011108086,0.004838427370521341,-0.015412886245736218,1.0,-0.809942486085164,-0.4521177420466585,-0.21177572436210607,0.08774416248107463,0.4015518859172451,0.6074819305793178,0.6930516810272963,-0.12867001782423315,-0.21892054958038973,-0.2587925113750966,-0.17921840940617959,0.19139546415894748,-0.12305363887490557,-0.01992038691935288,-0.0876749832708191,0.10575637902238938,-0.24669814746984994,-0.040482382269056434,3.4590530627098094e-05,-0.025191785863280962,0.0005619513243652153,0.18061562321893349,0.07916208406113148,-0.016936628284688542,-0.015880717526959996,-0.01862072699373056,-0.009477648325766135
asof_pitcher_reverse_rate,0.009672168456708182,-0.005065161704096106,-0.0015999346439500494,0.021013274328038855,0.028071488893741017,0.03541384885336124,0.03994372238586247,0.004660883711223843,-0.022588274127586256,0.00017168718391081066,-0.0001736709447583665,-0.005973771135304574,0.0537915642192521,-0.809942486085164,1.0,0.1708572432148341,0.125162710492154,-0.022373023494817793,-0.3469182079575868,-0.5220980723718301,-0.5951952938654573,0.058999168285758845,0.09888132606306486,0.115938496470797,0.20874870208596902,-0.17510922615381244,0.12474829363402554,0.03400712663458561,0.06487664958309897,-0.09586149722390011,0.31997741406684016,0.040242580022643644,0.004267547896324218,0.03502947197283485,-0.0015129339391439735,-0.11344695663167138,-0.08320626217356332,0.02097911080857352,0.013873956066619737,0.019304674657528366,0.009347469942326674
asof_pitcher_middle_rate,-0.010920323826199507,0.006720579767265119,0.0021253095948990997,-0.013072401357310847,-0.021009831265550023,-0.01199797661899359,-0.020978243013029176,0.008080670536191176,0.019392259008420388,0.008977255922632451,-0.008977401074863472,0.006600197146739436,0.10304730630681293,-0.4521177420466585,0.1708572432148341,1.0,-0.11964309863184504,0.12923828579418256,-0.19003384995075384,-0.28928872944864403,-0.3307177837334221,0.3008632026965758,0.5132520625120147,0.6092366950702894,0.2136241892104802,-0.1457218912789545,0.16465760032167912,-0.03285973627499558,-0.016503121277918052,0.046506365862458904,0.28698805932613863,0.04543976762712132,-0.009819077849602663,-0.026004192899990234,-0.003945511896145948,-0.14605676112892535,-0.07450049425765792,0.013096496255022363,-0.007415440978018559,-0.009722757518947439,-0.010648718140717214
asof_pitcher_ball_rate,0.08124525932576493,-0.0426928246815865,-0.008758336412639421,0.0802391655809751,0.08590435222300691,0.08787474618102267,0.10963565087519087,-0.002083898675248326,-0.10854805280376306,-0.002968799036383734,0.0029637030228356572,-0.049755866726194864,-0.22763858832896045,-0.21177572436210607,0.125162710492154,-0.11964309863184504,1.0,-0.7733648773007475,-0.09976381252592513,-0.14101175958338755,-0.1580005221196886,-0.0374692681744938,-0.06381132393529942,-0.07938460461598278,-0.06345999915559335,0.090593728446458,-0.04986867553545666,0.21611534217571,-0.0016319540754703378,-0.19584873613747775,0.02038449245712568,-0.01861410480512923,0.005286638647373264,0.060844930502123126,0.0021060045450125176,0.2579636807744003,-0.06945098733895529,-0.0008999843863742499,0.05801424719517146,0.05865053004411634,0.04777459762948575
asof_pitcher_strike_rate,-0.0475895464993765,0.06920470155518606,0.003912005927287886,-0.07112123818197633,-0.07598188656681941,-0.07377183258164519,-0.09454234353473111,0.004995487595182605,0.12654666755660893,0.0035715713989110808,-0.0035677816332616635,0.07996507323628983,0.15711863597059939,0.08774416248107463,-0.022373023494817793,0.12923828579418256,-0.7733648773007475,1.0,0.04141115723683808,0.054217283073663504,0.05840519872235328,0.04579789138896688,0.08071105754908159,0.09876752194796144,0.09282211878222656,-0.10166493872905749,0.06378240488503825,-0.12843258771329188,0.007472221820935001,0.10989518310403076,0.038364304588093166,-0.001614062971607262,0.001591978275020586,-0.02497397335665095,-0.005104260717755262,-0.25084911828363926,0.01550348388028487,0.005974697847096829,-0.04982935405212093,-0.052097653989499386,-0.04461192371955105
asof_pitcher_prev1_game_success_rate,-0.008303296896897468,0.002827667382639896,-0.0002585699223516726,-0.011914820007212872,-0.02770494742531872,-0.028730719307682295,-0.03556716144616721,0.00029416118393248993,0.034602145254348335,0.003821175358712563,-0.0038196643510529553,0.012102163738338934,-0.03412467464445737,0.4015518859172451,-0.3469182079575868,-0.19003384995075384,-0.09976381252592513,0.04141115723683808,1.0,0.6618395729786468,0.5734795997245161,-0.43496879073166933,-0.2858516470722021,-0.2509544787128696,-0.12046682331191,0.14724153855354447,-0.09267283470362496,-0.004513416360287889,-0.047405356552549086,0.05078026456077676,-0.16220619291394328,-0.03698434805347409,0.005074726728614874,-0.03380761393178473,-0.0024176721167269194,0.14631962112246674,0.033589952529036564,-0.012460420317965251,-0.008148359869655192,-0.012281966061274402,-0.003119626393358044
asof_pitcher_prev3_game_success_rate,-0.01175272189240514,0.005376875580087503,-0.0012135382953900693,-0.02071321391739112,-0.03584906445748849,-0.04066004689059141,-0.048165041461556826,-0.002406172120870825,0.037643960555631906,-0.0012715000243908139,0.0012723025742293107,0.009300831664965523,-0.05592432411249542,0.6074819305793178,-0.5220980723718301,-0.28928872944864403,-0.14101175958338755,0.054217283073663504,0.6618395729786468,1.0,0.882156703035297,-0.2579263904266716,-0.42923473703463805,-0.38063476331908225,-0.16746620768307363,0.18642748408111987,-0.12288011344312852,-0.0028125747364833855,-0.07170494719471397,0.07325088185716835,-0.23060612229812139,-0.04717540290880558,0.0028589072877785245,-0.043368512407528634,0.0019658062135206335,0.182640497647365,0.04843223267835613,-0.018555946384836635,-0.012489225978502065,-0.02003609691310834,-0.009686944361500064
asof_pitcher_prev5_game_success_rate,-0.012754676428665785,0.005822427910900004,-0.001823011909911808,-0.021083926815675575,-0.03717847731262753,-0.044064633856150275,-0.05111775914814116,-0.004012740042694157,0.03442890068159986,-0.0016323661550774402,0.0016333844366985895,0.005754219242770707,-0.0648587195780705,0.6930516810272963,-0.5951952938654573,-0.3307177837334221,-0.1580005221196886,0.05840519872235328,0.5734795997245161,0.882156703035297,1.0,-0.2202432978819004,-0.3682686556078049,-0.43205988769814274,-0.18257262314758743,0.19164287812980763,-0.13100503732298951,-0.0024282488570489427,-0.08085616379620698,0.08194044889999674,-0.25628197657256147,-0.051065290104443696,0.0026909971413772273,-0.04720531125175459,0.00013333700285674422,0.18682228638321152,0.05391249477644641,-0.021023968077024478,-0.01318219605950837,-0.019626408357714755,-0.010154522001752694
asof_pitcher_prev1_game_middle_rate,-0.002345442632719549,0.0032046825804494215,0.0030212034453955643,-0.003962510255417076,0.0012847886516484056,0.010657617053772944,0.007384784735238445,0.007446202023192732,-0.0018929593951580218,0.007086940250415757,-0.007085917222241563,0.0020336222074796217,0.06657472972713319,-0.12867001782423315,0.058999168285758845,0.3008632026965758,-0.0374692681744938,0.04579789138896688,-0.43496879073166933,-0.2579263904266716,-0.2202432978819004,1.0,0.5950547220392324,0.5013482357170368,0.09753452510513294,-0.06541807465549161,0.06993258068175769,-0.02004745244604518,-0.013459421524137188,0.0310545137703529,0.13984475155222642,0.011047443754345144,0.000314400397050188,0.012271162440470634,0.00560474373146142,-0.06477893600632026,-0.01321530887054589,0.004632935112972954,-0.0032763863648513536,-0.0001673866326609454,-0.005307627336647802
asof_pitcher_prev3_game_middle_rate,-0.0032928962212762612,0.004356130558040784,0.003679931111999086,-0.004402110453409355,0.003825444881222635,0.012985463925691661,0.010457696864832179,0.007173736780182001,0.0037598246373563714,0.005869092723285007,-0.005868389910289345,0.007936466607942566,0.11627371632325151,-0.21892054958038973,0.09888132606306486,0.5132520625120147,-0.06381132393529942,0.08071105754908159,-0.2858516470722021,-0.42923473703463805,-0.3682686556078049,0.5950547220392324,1.0,0.8463321480193985,0.1582822847889871,-0.11147797394883892,0.11422072356327372,-0.037607952974156277,-0.01788641324464707,0.05099115812968087,0.22645500132732627,0.011221861277536407,-0.002632164590851665,0.0086958543030849,-0.0015199661196307424,-0.10814306749986305,-0.02367506213410792,0.010446251714428395,-0.0034713328859210645,-0.0007197789280682721,-0.005453018101759181
asof_pitcher_prev5_game_middle_rate,-0.004618078591613355,0.004744823665527331,0.0032789925094420984,-0.005748594209564156,0.0019012188963075792,0.011173038261505785,0.008099986242405943,0.007340595995681147,0.010968698836925984,0.0049902588012925905,-0.004989998852681847,0.012792082329324488,0.13997622153078007,-0.2587925113750966,0.115938496470797,0.6092366950702894,-0.07938460461598278,0.09876752194796144,-0.2509544787128696,-0.38063476331908225,-0.43205988769814274,0.5013482357170368,0.8463321480193985,1.0,0.18472306260865215,-0.12743278201736571,0.13253783284593268,-0.04914139922716127,-0.02052080172023095,0.06381564032165868,0.26307419087242573,0.019091893999745146,-0.007665551160451744,0.008681065483577718,-0.001410132275638894,-0.12569139631953846,-0.02698048560846963,0.01179491123815378,-0.003055459682867725,-0.002994992454299699,-0.006670496247269077
asof_batter_n,0.01630680627653211,0.0008149075313805361,-0.00411056075992685,-0.0071373227767753036,-0.04069450553642886,-0.042284836414913166,-0.05234128480306291,0.0004663721572994847,-0.020473709618492954,-0.001427416000490194,0.0014248151876458562,0.020957173407516686,0.30451653896304554,-0.17921840940617959,0.20874870208596902,0.2136241892104802,-0.06345999915559335,0.09282211878222656,-0.12046682331191,-0.16746620768307363,-0.18257262314758743,0.09753452510513294,0.1582822847889871,0.18472306260865215,1.0,-0.2661127792686443,0.1540498063528895,-0.09997523271261059,0.03399896132666772,0.057401803161995286,0.516742096216211,0.07983823518838666,-0.007305234493589008,-0.04504200962277526,-0.0008665387145852937,-0.26111621620569786,-0.025011270849299095,0.07344248756349925,-0.0028407911878674573,-0.006123232660592971,-0.006579361811418672
asof_batter_success_rate,-0.005931840369026653,-0.000688985326823901,0.004791714503663027,0.009332459689294121,0.021208714636572396,0.015944863091834925,0.023533655662104663,-0.005099160688621883,0.01265832975460274,-0.0012060835649801908,0.001204477315291607,-0.003926141351801322,-0.19383413829439944,0.19139546415894748,-0.17510922615381244,-0.1457218912789545,0.090593728446458,-0.10166493872905749,0.14724153855354447,0.18642748408111987,0.19164287812980763,-0.06541807465549161,-0.11147797394883892,-0.12743278201736571,-0.2661127792686443,1.0,-0.5355740753709706,0.09276972357544377,-0.02193611809814418,-0.06284980862373821,-0.27762508141127684,-0.051933231545244485,0.006647449359537772,0.014911624298234947,0.004181121273058882,0.37147854233500704,0.0018695802909438014,-0.09555490486404569,0.006399180091102895,0.006012618271152522,0.007144721487712846
asof_batter_middle_rate,-0.006504625318546478,0.005150214460334555,-0.0033463429841016985,-0.006445087196610773,-0.0008333899435616413,0.0018412637637323682,0.000592247456254394,0.0021683453470922897,0.0015600006560820123,0.000876102635786537,-0.0008758421076266099,0.001187303787554009,0.18452727471931157,-0.12305363887490557,0.12474829363402554,0.16465760032167912,-0.04986867553545666,0.06378240488503825,-0.09267283470362496,-0.12288011344312852,-0.13100503732298951,0.06993258068175769,0.11422072356327372,0.13253783284593268,0.1540498063528895,-0.5355740753709706,1.0,-0.06053063038507612,0.016047192471388846,0.03927659347918752,0.30534150670314675,0.07391344328725152,-0.004408171150540707,-0.0008901225486754773,-0.0002989670622317428,-0.17746904590213042,-0.0057152561778715414,0.0673959414340613,-0.005513934631404017,-0.0031647813705825054,-0.004568255480483234
asof_pitcher_fastball_rate,0.011639764901751115,-0.008641823801002427,-0.001282958509517876,0.02849957795855949,0.10027340122900937,0.09891700671627987,0.12572669362515376,-0.005348322728293705,-0.025070191725049193,-0.007129476181193787,0.0071268367946824675,-0.0008837476250490118,-0.26451874229460937,-0.01992038691935288,0.03400712663458561,-0.03285973627499558,0.21611534217571,-0.12843258771329188,-0.004513416360287889,-0.0028125747364833855,-0.0024282488570489427,-0.02004745244604518,-0.037607952974156277,-0.04914139922716127,-0.09997523271261059,0.09276972357544377,-0.06053063038507612,1.0,-0.45600109081119455,-0.45839298731754363,-0.04858090207592282,-0.03999125051878475,0.0014130342517329289,0.14579043889135068,0.001566942714837575,0.20441036390166423,0.007938714124947586,-0.013319462221501866,0.021116470816648313,0.02024016442060524,0.01696884943871047
asof_pitcher_breaking_rate,0.004734320742398411,0.00032550906357831533,-0.0006296217304526054,0.0033376439856471116,-0.01772512963291112,-0.013368437059238576,-0.019693872384886117,0.004228545049322061,-0.010138547283482862,0.005584161403106679,-0.0055848548588436605,-0.015384291318334345,0.047387071937610555,-0.0876749832708191,0.06487664958309897,-0.016503121277918052,-0.0016319540754703378,0.007472221820935001,-0.047405356552549086,-0.07170494719471397,-0.08085616379620698,-0.013459421524137188,-0.01788641324464707,-0.02052080172023095,0.03399896132666772,-0.02193611809814418,0.016047192471388846,-0.45600109081119455,1.0,-0.5819409789668243,0.04205007408156605,0.014435335492140032,-0.0037948811607669986,-0.0384856824899943,0.004702743525773151,-0.018802268431566165,-0.0744638998804449,0.009275872492976792,0.0019151240571640556,0.0020495895941066876,0.0032521216707542644
asof_pitcher_offspeed_rate,-0.015363774465327083,0.007571531636690199,0.0018010747483809316,-0.029374920913778437,-0.07392559143458804,-0.07703684212771054,-0.09521787413005421,0.000664400774491173,0.033032785943070346,0.0009382129950123615,-0.0009351087210039406,0.016170571267094327,0.19438614420338732,0.10575637902238938,-0.09586149722390011,0.046506365862458904,-0.19584873613747775,0.10989518310403076,0.05078026456077676,0.07325088185716835,0.08194044889999674,0.0310545137703529,0.05099115812968087,0.06381564032165868,0.057401803161995286,-0.06284980862373821,0.03927659347918752,-0.45839298731754363,-0.5819409789668243,1.0,0.0023995192813840555,0.02212717981452951,0.0024984576155551237,-0.09478555745010853,-0.006128059567179492,-0.16800656852565424,0.06710690992689064,0.0029077926755227876,-0.021207944884754224,-0.020541494618530918,-0.018753153988453
season,4.267732505966801e-05,0.005505889818436908,0.002536489651478948,0.00815906748502987,0.009173645263171317,0.02417017592491147,0.02079658890325807,0.011567301562925868,0.0016786466657980855,0.006953216044397068,-0.006954281771011355,0.0074892012299481335,0.4172148438211683,-0.24669814746984994,0.31997741406684016,0.28698805932613863,0.02038449245712568,0.038364304588093166,-0.16220619291394328,-0.23060612229812139,-0.25628197657256147,0.13984475155222642,0.22645500132732627,0.26307419087242573,0.516742096216211,-0.27762508141127684,0.30534150670314675,-0.04858090207592282,0.04205007408156605,0.0023995192813840555,1.0,-0.06382759472790331,0.0017882610566306246,0.006636217456308934,0.0002613253826624678,0.015185512568998803,-0.029215795389883826,0.029230222653715037,0.006063202471712255,0.00675401392252754,0.003577057063344769
game_month,-0.0005946647077843906,-0.0005842639856696688,0.0009069026816631321,-0.005016886624914937,0.0013350964902646926,-0.005961360885587208,-0.002799726126661833,-0.0058751363248530425,-0.001027289180865699,-0.003870928638476048,0.0038701282855483563,-0.004646065052629149,0.0928755484121623,-0.040482382269056434,0.040242580022643644,0.04543976762712132,-0.01861410480512923,-0.001614062971607262,-0.03698434805347409,-0.04717540290880558,-0.051065290104443696,0.011047443754345144,0.011221861277536407,0.019091893999745146,0.07983823518838666,-0.051933231545244485,0.07391344328725152,-0.03999125051878475,0.014435335492140032,0.02212717981452951,-0.06382759472790331,1.0,-0.01851248401905773,-0.006376822057436617,0.0014480718418650171,-0.05255291474824746,0.0015353008748832677,0.008466971433866148,0.0005443955065572791,-0.004267939331777438,-0.00852185874992799
