pitcher_id,pitcher_trackman_id,rel_gap
24043,575070,1.8257008674350172
22487,63111,1.7902880316200303
23987,628333,1.7691961201761355
23637,69159,1.7545033120722444
23334,67737,1.7513439840344778
21916,77446,1.705022406447371
24100,51264,1.7014535555220571
24063,51454,1.6727737737789423
24410,642558,1.6580379841427202
23713,69413,1.657269618727182
23229,67143,1.6569727407710129
23440,68341,1.6460505566959962
23914,620982,1.6451459385796243
23225,67119,1.6204766193729394
23988,50030,1.620005469552695
24423,642203,1.614220327993213
22782,65769,1.5986663230470453
24021,605498,1.5954004218653441
23363,67421,1.5901319232147368
24623,642545,1.5879399383731403
24602,53993,1.5844517968307852
24013,51110,1.5606059698375965
22250,60264,1.5597260718077965
24570,646241,1.5590908776599488
23289,64051,1.5023952208472422
24240,52701,1.4784751691903815
23439,61268,1.4306043063665137
22254,60146,1.4299836837442848
22735,61895,1.429670837506688
22743,65062,1.4197956141628212
23784,534648,1.4102235613012644
23852,50126,1.4051243870271108
24303,606162,1.3957025077559144
22820,66145,1.392496063339101
23717,69435,1.3853648184813692
22469,63145,1.374402543486479
23590,68900,1.3670565266102594
21699,75138,1.3566580801841752
24056,51895,1.3399942962357712
22231,60768,1.339026659457995
22890,65320,1.335488533891749
21414,73738,1.3335388852885814
24153,52140,1.3318117108772465
22007,78819,1.3309775638120094
22911,75321,1.3168870477370922
22617,63959,1.309935390394891
24020,51143,1.3077839462681262
24349,53102,1.304350426062581
22720,64001,1.3037985432818098
24467,668684,1.2989377760843208
23030,66451,1.2935034205854554
22834,66291,1.2926471667135524
22163,79764,1.291454739499899
22759,64021,1.2896210098003846
24164,592644,1.2835510246403825
23781,593417,1.2782224806061446
21830,76858,1.257924230655205
24508,641447,1.2566450668246467
23633,543391,1.2423997614446016
22094,79140,1.2271317309549683
23557,68240,1.2200315326696998
24252,52060,1.2197396632149136
23694,599683,1.2196138497537325
22717,65343,1.2155365391848927
24484,683412,1.212776816640347
22397,62360,1.1964145288791168
24053,521655,1.1944473692085877
24307,596049,1.1903508958899924
23759,69813,1.1846241548162317
24300,605138,1.1837726554810586
22505,63348,1.1776658874720034
23437,66018,1.1729776993019627
24156,52168,1.1692066104709964
24544,54729,1.152701881987026
21789,76430,1.1386395345000881
22508,63342,1.1313326906391055
22277,61101,1.1279310049067877
23307,67603,1.0809880741808124
24152,52149,1.0778253737017631
22131,79229,1.0691416015372108
21654,75342,1.0438991720104789
23672,69539,1.0227048052318157
22710,65707,1.0171138159592321
22851,76350,1.0164741314954777
22249,60263,1.0142053240213846
22575,63464,1.0079124915552102
24447,53898,1.0031554036819426
24109,664641,1.0006452998152549
23745,518852,1.0001217549186012
22739,64504,1.0
23693,69737,1.0
23912,50818,1.0
22893,65514,1.0
23642,69108,0.9972905639593255
21432,73801,0.9949364546102428
23644,69113,0.9859771743367096
22318,61365,0.9614653214186363
22922,64047,0.9553316178618256
23786,69041,0.945758174487946
24625,53999,0.9437037685126479
24541,657756,0.9333684377260204
23769,69962,0.9330270993213741
24012,51163,0.9085066264100136
23719,69446,0.8726549287302952
23137,65398,0.8686864176965969
21372,72523,0.8663509517902294
24259,52065,0.8516191025793576
23690,63791,0.838731740222661
20700,99445,0.8335852683663544
21402,73117,0.8150424516157391
22795,67122,0.8144193348656931
21754,75258,0.8127785819001083
22253,60140,0.8024235313083437
23238,67266,0.7975338451889876
24487,54104,0.7952782130581978
21588,63930,0.7952080464275872
22028,78352,0.7859697000128953
23235,67246,0.7815904879685821
23857,50106,0.7569200510791049
23597,63961,0.7540645245209381
23749,69360,0.744600805937088
22784,65696,0.7365316010339593
24237,476594,0.7198454359286149
23501,68639,0.7180812177500341
22427,62242,0.7155488512718237
23534,68815,0.7133495155698844
23082,77563,0.7034982780429587
22547,76650,0.699765033173813
22110,79617,0.6890861222928281
22905,63512,0.6872515832695554
22597,68804,0.6859218678164172
23555,68220,0.6718309469233867
22667,64596,0.6667239048427958
23431,64496,0.6666666666666666
24161,52123,0.6631658607004748
23090,73248,0.6630879730065342
22640,64155,0.6557175191115732
23288,67391,0.6519593240403104
23860,50109,0.651005360919062
23910,67644,0.6392774188744806
23429,68109,0.6337972904513337
23561,67263,0.6325143404916884
22118,79847,0.6319748439047602
22730,65056,0.6146045916757488
22154,79545,0.6076227784076202
23703,66705,0.606428880516264
22192,60841,0.6001938805296292
23458,68529,0.5965271309932768
24271,657122,0.586870364184325
23652,65040,0.5779377794409154
22099,79130,0.5712094447582091
22302,60337,0.5685660306334277
24088,51393,0.5583893995269087
21558,74359,0.5573192471051996
24527,54263,0.5547303726791558
23362,67443,0.554212625316013
22675,64893,0.5457260409855162
22668,64565,0.5370177769328367
22473,63138,0.5356615085290486
23426,65117,0.5347595597093606
22478,63103,0.5342086565189732
22666,64760,0.5328749716590135
24509,606996,0.5323422846941143
22261,60181,0.5267557899591654
23422,68135,0.5263101358109853
23643,69111,0.518611904200411
21690,75867,0.5182068253460794
23421,68130,0.5129135802582674
23598,64992,0.5090608131844689
22368,62146,0.5075886681245476
21998,78148,0.50432551819936
24172,52208,0.503222052131816
23041,68705,0.5
24605,41245155,0.5
23497,65661,0.4926091119439848
23478,68043,0.4772576040482792
24038,51516,0.477066663155606
21943,77263,0.47263288232833023
24624,682027,0.4659729550821785
24608,54064,0.4651212355729897
23589,68928,0.4629407065182537
23968,50901,0.45230842491554124
23347,67539,0.45227320087192757
23150,64960,0.4486246355200262
24140,543001,0.4486070869469461
24015,51104,0.4458773910384802
23983,54613,0.429343115774304
23556,61962,0.4258846943937264
23785,66564,0.4211857576778499
24420,54010,0.41806086297227113
23047,64995,0.4056897673921636
23415,458676,0.40336145988997685
23043,65949,0.39409570009774236
22772,77927,0.3841958928674874
24286,53455,0.3732250034514917
22722,51001,0.3700314573376604
22785,50010,0.368735187129312
24387,641312,0.3677996568991045
23092,63894,0.361121007892076
23593,68902,0.3595852227180566
24498,54405,0.3553688010034627
22234,60845,0.3509253244185896
22596,62937,0.34592174410157056
24564,54013,0.34489278304269955
22123,79825,0.3435564754620442
23863,50114,0.3263811415760824
24537,54910,0.3248536703383686
23110,62056,0.3223194387457074
23979,50360,0.3205911662445227
21733,75250,0.31964139060013547
23024,52703,0.31400349784535503
23232,67164,0.31314062150938393
21279,72447,0.31258674335446884
22311,61457,0.31211100532649305
21874,76355,0.3092290168413216
22867,66305,0.3084534092998054
24314,54505,0.30011150874182424
24627,666364,0.28759819002844444
22598,62951,0.2873863974270157
22761,65639,0.28559415657100873
23446,65702,0.28476422700805776
24398,53627,0.28292566558666915
23105,64861,0.28206018847287306
21875,76329,0.269792573260751
24283,544150,0.26798090422318444
24488,54105,0.26376503776541427
24173,52649,0.2580863343339207
23343,51296,0.25054595754439285
23754,68209,0.24430515403001993
23360,52006,0.23841883915217796
23787,69054,0.23099153455081087
23695,69745,0.23001092433952933
23504,68619,0.22217657236169233
